topic,is_correct_base,is_correct_unlearned,distance,n_questions,accuracy_delta
Docosahexaenoic acid,0.8,0.4,79,5,0.4
Body (biology),1.0,0.6,44,5,0.4
Retinoic acid receptor,0.8,0.4,86,5,0.4
Dnipro strikes (2022–present),0.8,0.4,72,5,0.4
Leishmania donovani,0.8,0.4,12,5,0.4
White-nose syndrome,0.8,0.4,0,5,0.4
Human hair color,0.8,0.4,9,5,0.4
"N50, L50, and related statistics",1.0,0.6,59,135,0.4
Lorena S. Beese,0.8,0.4,48,25,0.4
Molecular cloning,0.8,0.4,0,5,0.4
Molecular clock,1.0,0.6,68,10,0.4
Equus stenonis,0.8,0.4,75,5,0.4
Palmitoylethanolamide,0.8,0.4,89,5,0.4
Ceramide,0.8,0.4,91,20,0.4
BamHI,0.8,0.4,84,240,0.4
Sterilization (microbiology),1.0,0.6,71,25,0.4
Rule 34 (disambiguation),1.0,0.6,36,5,0.4
Variant Creutzfeldt–Jakob disease,1.0,0.6,73,15,0.4
Gain of function,0.8,0.4,0,5,0.4
Vaccine passports during the COVID-19 pandemic,1.0,0.6,59,5,0.4
Off-label use,1.0,0.6,91,5,0.4
Vaccine shedding,1.0,0.6,43,85,0.4
Trichomonas,0.8,0.4,49,5,0.4
Operation Cast Thy Bread,0.8,0.4,97,5,0.4
Comparison of operating systems,1.0,0.6,40,5,0.4
Gain-of-function research,0.8,0.4,0,5,0.4
Alkali–silica reaction,0.8,0.4,67,10,0.4
Iraqi chemical weapons program,0.8,0.4,42,5,0.4
Open scientific data,0.8,0.4,35,10,0.4
HSV-1 latency,0.8,0.4,0,5,0.4
Southern rust,0.8,0.4,0,5,0.4
Insecticide,0.8,0.4,79,15,0.4
Antifungal resistance,0.8,0.4,0,5,0.4
Shewanella,1.0,0.6,43,115,0.4
Pterophyllum scalare,0.8,0.4,82,5,0.4
Viral replication,0.8,0.4,0,5,0.4
Complementation test,0.8,0.4,0,5,0.4
Protein splicing,0.8,0.4,13,155,0.4
Malate dehydrogenase,0.8,0.4,63,15,0.4
Notifiable disease,1.0,0.6,55,20,0.4
2023 Paris bedbug infestation,0.8,0.4,55,5,0.4
Iodamoeba buetschlii,0.8,0.4,40,110,0.4
Computer virus,1.0,0.6,65,40,0.4
Cytochrome P450 (individual enzymes),0.8,0.4,1,15,0.4
V(D)J recombination,1.0,0.6,31,210,0.4
Iron supplement,0.8,0.4,85,5,0.4
Hantavirus pulmonary syndrome,0.8,0.4,70,205,0.4
Spirochaete,0.8,0.4,48,55,0.4
List of signs and symptoms of diving disorders,0.8,0.4,70,5,0.4
Ivermectin during the COVID-19 pandemic,0.8,0.4,93,35,0.4
Lymphocyte,0.8,0.4,53,60,0.4
Sphingomyelin,0.8,0.4,17,25,0.4
DNA synthesis screening,0.8,0.4,0,5,0.4
Isozyme,0.8,0.4,77,85,0.4
2019–2022 locust infestation,0.8,0.4,72,20,0.4
Glycosylation,1.0,0.6,70,20,0.4
Isopeptide bond,0.8,0.4,59,5,0.4
Commodore 1540,1.0,0.6,44,5,0.4
DNA damage theory of aging,0.8,0.4,88,130,0.4
Opportunistic infection,1.0,0.6,4,25,0.4
DNA barcoding,1.0,0.6,14,100,0.4
Setosphaeria turcica,0.8,0.4,17,85,0.4
Nitroxoline,0.8,0.4,91,135,0.4
Viral transport,1.0,0.6,0,5,0.4
DMG-PEG 2000,1.0,0.6,69,10,0.4
Polio eradication,0.8,0.4,92,70,0.4
Halorhodopsin,0.8,0.4,72,20,0.4
Apnea,0.8,0.4,78,5,0.4
Viral titer,1.0,0.6,0,5,0.4
Glyoxylate cycle,1.0,0.6,47,60,0.4
List of birds of Hawaii,0.8,0.4,26,5,0.4
Gastrointestinal physiology,1.0,0.6,41,5,0.4
Southern (Govia Thameslink Railway),0.8,0.4,71,5,0.4
Frameshift mutation,0.8,0.4,0,5,0.4
List of number fields with class number one,1.0,0.6,100,5,0.4
German biological warfare program,0.8,0.4,0,5,0.4
Cortisone,1.0,0.6,85,5,0.4
Anaplasmosis,1.0,0.6,57,25,0.4
Obligate anaerobe,0.8,0.4,27,80,0.4
List of deaths through alcohol,0.8,0.4,98,5,0.4
Oopsacas minuta,0.8,0.4,79,5,0.4
Shuttle vector,1.0,0.6,0,5,0.4
Inocybe,1.0,0.6,101,5,0.4
MHC restriction,1.0,0.6,8,40,0.4
Oocyte,0.8,0.4,80,5,0.4
Culex pipiens,0.8,0.4,33,40,0.4
Lycogala epidendrum,0.8,0.4,21,5,0.4
Intracellular parasite,0.8,0.4,39,5,0.4
Social history of viruses,0.8,0.4,74,145,0.4
Sialadenitis,0.8,0.4,90,5,0.4
Grifola frondosa,1.0,0.6,99,5,0.4
Smith–Magenis syndrome,0.8,0.4,14,5,0.4
Genome instability,1.0,0.6,100,20,0.4
MBB Lampyridae,0.8,0.4,94,5,0.4
Viral culture,0.8,0.4,0,5,0.4
Viral entry,0.8,0.4,0,5,0.4
Viral evolution,0.8,0.4,0,5,0.4
Allotropes of sulfur,0.8,0.4,54,10,0.4
Prothrombin G20210A,0.8,0.4,76,20,0.4
Lysyltransferase,0.8,0.4,2,10,0.4
2022 Russian mobilization,0.8,0.4,97,5,0.4
Gut microbiota,0.8,0.4,87,40,0.4
Gene targeting,1.0,0.6,0,5,0.4
Conserved sequence,1.0,0.6,84,80,0.4
Gavialidae,0.8,0.4,82,5,0.4
Gavialoidea,0.8,0.4,64,155,0.4
Annonaceae,0.8,0.4,22,10,0.4
Wuchereria bancrofti,0.8,0.4,91,20,0.4
Nucleic acid double helix,1.0,0.6,97,40,0.4
List of forageable plants,0.8,0.4,27,10,0.4
Vasopressin receptor,0.8,0.4,60,5,0.4
Viral pneumonia,0.8,0.4,77,250,0.4
Cyanuric acid,0.8,0.4,67,5,0.4
Magnesium citrate,1.0,0.6,53,5,0.4
Shigella dysenteriae,1.0,0.6,76,85,0.4
Inland salt marsh,0.8,0.4,26,5,0.4
Porcine circovirus,0.8,0.4,27,120,0.4
Viral phenomenon,1.0,0.6,99,130,0.4
H2N2 influenza,0.8,0.4,0,5,0.4
Pseudomonas,0.8,0.4,26,40,0.4
Gene conversion,0.8,0.4,57,35,0.4
Contagious disease,1.0,0.6,30,15,0.4
Angiostrongyliasis,0.8,0.4,53,45,0.4
Protein synthesis inhibitors,0.8,0.4,0,5,0.4
Intussusceptive angiogenesis,0.8,0.4,56,5,0.4
H1N1 influenza,0.8,0.4,0,5,0.4
Ghost characters,0.8,0.4,101,10,0.4
Protein tertiary structure,0.8,0.4,69,80,0.4
Glycoprotein D,0.8,0.4,0,5,0.4
Archaeplastida,0.8,0.4,57,5,0.4
Haplorhini,0.8,0.4,98,15,0.4
Lysogenic cycle,0.8,0.4,0,5,0.4
Sedum morganianum,0.8,0.4,60,5,0.4
Nepenthes,1.0,0.6,97,5,0.4
Outline of the Russo-Ukrainian War,1.0,0.6,70,5,0.4
Piwi-interacting RNA,0.8,0.4,16,65,0.4
Filipin,0.8,0.4,39,5,0.4
RNA virus,0.8,0.4,0,5,0.4
RNA purification,0.8,0.4,0,5,0.4
Lysis buffer,1.0,0.6,96,80,0.4
Dermatitis herpetiformis,0.8,0.4,12,10,0.4
Joad,0.8,0.4,47,5,0.4
Crimean–Congo hemorrhagic fever,0.8,0.4,82,110,0.4
Nerve agent,0.8,0.4,5,30,0.4
Fish diseases and parasites,0.8,0.4,49,10,0.4
RNA editing,1.0,0.6,0,5,0.4
Circovirus,0.8,0.4,82,150,0.4
Network eavesdropping,0.8,0.4,10,5,0.4
Hemoglobinopathy,0.8,0.4,74,5,0.4
RASopathy,0.8,0.4,76,5,0.4
List of military aid to Ukraine during the Russo-Ukrainian War,0.8,0.4,90,5,0.4
Tryptamine,0.8,0.4,89,35,0.4
Auto-brewery syndrome,1.0,0.6,0,5,0.4
Crew of the Titanic,0.8,0.4,80,5,0.4
Glossary of virology,1.0,0.6,26,110,0.4
Citrus taxonomy,0.8,0.4,24,5,0.4
List of airline codes,0.8,0.4,86,10,0.4
Cross-reactive immunity,1.0,0.6,0,5,0.4
Maximal information coefficient,1.0,0.6,92,5,0.4
Chytridiomycosis,1.0,0.6,90,15,0.4
Felis,0.8,0.4,69,5,0.4
Memetic warfare,0.8,0.4,27,5,0.4
Herpesvirus entry mediator,0.8,0.4,0,5,0.4
List of Fusarium species,0.8,0.4,30,15,0.4
Fecal–oral route,1.0,0.6,31,60,0.4
Herpesvirus DNA replication,0.8,0.4,0,5,0.4
Chromosome conformation capture,0.8,0.4,38,125,0.4
Bacteroides fragilis,0.8,0.4,18,75,0.4
List of polio survivors,0.8,0.4,77,180,0.4
June 2013 Shanshan riots,0.8,0.4,79,15,0.4
Secondary metabolite,0.8,0.4,94,20,0.4
Herpes simplex keratitis,0.8,0.4,0,5,0.4
List of Greek letters,0.8,0.4,67,10,0.4
Mediastinum,0.8,0.4,95,5,0.4
Pasteurellosis,0.8,0.4,55,65,0.4
Bacterial artificial chromosome,0.8,0.4,0,5,0.4
Fermented fish,0.8,0.4,14,5,0.4
Megacopta cribraria,0.8,0.4,5,150,0.4
Secretome,1.0,0.6,42,85,0.4
Incubation period,1.0,0.6,0,5,0.4
Racemization,0.8,0.4,70,5,0.4
Integron,1.0,0.6,44,185,0.4
Bacilli,0.8,0.4,63,40,0.4
Deterrence theory,0.8,0.4,63,5,0.4
Neorickettsia helminthoeca,0.8,0.4,19,20,0.4
Tuberculosis,0.8,0.4,37,15,0.4
Protease inhibitor (pharmacology),1.0,0.6,8,20,0.4
List of regiments and corps of the Indian Army,0.8,0.4,99,5,0.4
Influenza,0.8,0.4,0,5,0.4
Aspergillus niger,0.8,0.4,93,20,0.4
List of human evolution fossils,0.8,0.4,89,20,0.4
Fomite transmission,1.0,0.6,0,5,0.4
List of World War II weapons,1.0,0.6,82,5,0.4
Aseptic meningitis,0.8,0.4,93,5,0.4
Inferno Crater Lake,0.8,0.4,92,5,0.4
UN M49,0.8,0.4,75,5,0.4
Co-infection,1.0,0.6,0,5,0.4
Insertion (genetics),0.8,0.4,39,40,0.4
Inferring horizontal gene transfer,0.8,0.4,83,280,0.4
Quaternions and spatial rotation,0.8,0.4,40,5,0.4
Coccidia,0.8,0.4,81,5,0.4
Ukraine bioweapons conspiracy theory,0.8,0.4,90,55,0.4
Davson–Danielli model,0.8,0.4,33,5,0.4
International Gene Synthesis Consortium,0.8,0.4,0,5,0.4
Pleistocene wolf,0.8,0.4,69,10,0.4
Coccidiosis,0.8,0.4,5,5,0.4
International Personality Item Pool,0.8,0.4,63,25,0.4
Pleurotus,1.0,0.6,91,5,0.4
Q (programming language from Kx Systems),0.8,0.4,91,30,0.4
Splenic marginal zone lymphoma,1.0,0.6,5,40,0.4
United States influenza statistics by flu season,0.8,0.4,50,45,0.4
Poales,0.8,0.4,14,5,0.4
Arsenic trisulfide,0.8,0.4,86,5,0.4
Arrow poison,0.8,0.4,97,5,0.4
Ixodes scapularis,0.8,0.4,19,20,0.4
Cryptanalysis,0.8,0.4,91,5,0.4
Aspergillus,0.8,0.4,26,25,0.4
Plasmacytoid dendritic cell,1.0,0.6,91,15,0.4
Indigenous peoples of the Southeastern Woodlands,0.8,0.4,58,5,0.4
List of reptiles,0.8,0.4,99,5,0.4
Lymphogranuloma venereum,0.8,0.4,79,135,0.4
Oligomycin,0.8,0.4,73,10,0.4
Jatropha curcas,1.0,0.6,18,5,0.4
Interbreeding between archaic and modern humans,1.0,0.6,84,5,0.4
List of traditional card and tile packs,0.8,0.4,48,5,0.4
Flower microbiology,0.8,0.4,0,5,0.4
Oncomelania,0.8,0.4,59,45,0.4
Orthomyxoviridae,0.8,0.4,38,275,0.4
Proteus vulgaris,0.8,0.4,39,65,0.4
List of Tom and Jerry Tales episodes,0.8,0.4,63,40,0.4
Stachybotrys chartarum,1.0,0.6,11,10,0.4
List of military aircraft of Germany,1.0,0.6,75,5,0.4
Indole alkaloid,1.0,0.6,72,5,0.4
Neutralization (chemistry),1.0,0.6,3,10,0.4
Internet censorship and surveillance in Europe,0.6,0.2,26,5,0.39999999999999997
Tabanidae,0.6,0.2,76,5,0.39999999999999997
Canis mosbachensis,0.6,0.2,23,15,0.39999999999999997
Sleep mode,0.6,0.2,44,5,0.39999999999999997
CrAssphage,0.6,0.2,66,370,0.39999999999999997
Coronavirus,0.6,0.2,0,5,0.39999999999999997
Insect toxin,0.6,0.2,63,40,0.39999999999999997
Mycetozoa,0.6,0.2,96,20,0.39999999999999997
LIM domain,0.6,0.2,83,30,0.39999999999999997
I-SceI endonuclease,0.6,0.2,0,5,0.39999999999999997
2023–24 Moldovan Super Liga,0.6,0.2,76,5,0.39999999999999997
Smit,0.6,0.2,53,5,0.39999999999999997
Kosmos 954,0.6,0.2,81,5,0.39999999999999997
Rwanda Marburg virus disease outbreak,0.6,0.2,80,110,0.39999999999999997
Coxiella burnetii,0.6,0.2,0,5,0.39999999999999997
Kytococcus sedentarius,0.6,0.2,98,35,0.39999999999999997
Capnocytophaga canimorsus,0.6,0.2,62,140,0.39999999999999997
Taenia saginata,0.6,0.2,91,5,0.39999999999999997
Oktoberfest bombing,0.6,0.2,9,20,0.39999999999999997
Mycoplasmataceae,0.6,0.2,95,75,0.39999999999999997
June 2024 Second Thomas Shoal incident,0.6,0.2,20,5,0.39999999999999997
SARS-CoV-2 variants,0.6,0.2,0,5,0.39999999999999997
Chikungunya virus,0.6,0.2,0,5,0.39999999999999997
List of video games based on tabletop games,0.6,0.2,32,10,0.39999999999999997
2014 Kunming attack,0.6,0.2,30,10,0.39999999999999997
Influenza NS1,0.6,0.2,0,5,0.39999999999999997
Charles M. Rice,0.6,0.2,26,50,0.39999999999999997
2024–25 Furman Paladins men's basketball team,0.6,0.2,91,5,0.39999999999999997
Kell antigen system,0.6,0.2,4,20,0.39999999999999997
Scaffolding (bioinformatics),0.6,0.2,37,85,0.39999999999999997
Jacalin,0.6,0.2,31,220,0.39999999999999997
National Microbiology Laboratory,0.6,0.2,88,5,0.39999999999999997
Jaffa Road bus bombings,0.6,0.2,51,5,0.39999999999999997
De novo mutation,0.6,0.2,77,20,0.39999999999999997
Japanese Village (Dugway Proving Ground),0.6,0.2,20,5,0.39999999999999997
Deltamethrin,0.6,0.2,77,30,0.39999999999999997
Classical swine fever,0.6,0.2,24,30,0.39999999999999997
Listeria innocua,0.6,0.2,25,85,0.39999999999999997
Dengue virus,0.6,0.2,0,5,0.39999999999999997
Chimera (paleontology),0.6,0.2,4,10,0.39999999999999997
Stanley B. Prusiner,0.6,0.2,47,5,0.39999999999999997
Diorhabda sublineata,0.6,0.2,93,5,0.39999999999999997
2002–2004 SARS outbreak,0.6,0.2,76,55,0.39999999999999997
ChinaAngVirus disinformation campaign,0.6,0.2,65,15,0.39999999999999997
List of poisonous fungus species,0.6,0.2,6,25,0.39999999999999997
KSHV,0.6,0.2,0,5,0.39999999999999997
Neuraminidase inhibitor,0.6,0.2,0,5,0.39999999999999997
List of methanol poisoning incidents,0.6,0.2,26,40,0.39999999999999997
Select Agent Program,0.6,0.2,0,5,0.39999999999999997
Dihydrofolate reductase,0.6,0.2,81,50,0.39999999999999997
Detoxification foot pads,0.6,0.2,81,30,0.39999999999999997
Disease X,0.6,0.2,51,135,0.39999999999999997
Isocitric acid,0.6,0.2,78,5,0.39999999999999997
Suicide of Jadin Bell,0.6,0.2,43,5,0.39999999999999997
Cerebral perfusion pressure,0.6,0.2,22,5,0.39999999999999997
Sigma receptor,0.6,0.2,8,5,0.39999999999999997
Nyala,0.6,0.2,94,5,0.39999999999999997
Cue sheet (computing),0.6,0.2,40,5,0.39999999999999997
ISO 14971,0.6,0.2,98,10,0.39999999999999997
Copper peptide GHK-Cu,0.6,0.2,83,45,0.39999999999999997
Cupiennius salei,0.6,0.2,90,25,0.39999999999999997
Shortages related to the COVID-19 pandemic,0.6,0.2,3,15,0.39999999999999997
Intraproboscis,0.6,0.2,44,15,0.39999999999999997
2024 United States listeriosis outbreak,0.6,0.2,54,10,0.39999999999999997
Synthetic genomics,0.6,0.2,0,5,0.39999999999999997
Nucleocytoviricota,0.6,0.2,29,205,0.39999999999999997
MythBusters (2006 season),0.6,0.2,17,5,0.39999999999999997
Cefadroxil,0.6,0.2,71,5,0.39999999999999997
Papillomaviridae,0.6,0.2,44,120,0.39999999999999997
Salmonella enterica subsp. enterica,0.6,0.2,77,400,0.39999999999999997
Dorset Biological Warfare Experiments,0.6,0.2,20,25,0.39999999999999997
Invertebrate mitochondrial code,0.6,0.2,92,20,0.39999999999999997
Donohue syndrome,0.6,0.2,42,5,0.39999999999999997
Concrete Ship,0.6,0.2,56,15,0.39999999999999997
Ioflupane (123I),0.6,0.2,35,10,0.39999999999999997
Nothofagus,0.6,0.2,70,5,0.39999999999999997
Superantigens,0.6,0.2,0,5,0.39999999999999997
Cypermethrin,0.6,0.2,10,30,0.39999999999999997
Panama disease,0.6,0.2,18,5,0.39999999999999997
Iridovirus,0.6,0.2,72,110,0.39999999999999997
Sarcocystis,0.6,0.2,84,20,0.39999999999999997
List of mammals of the Canary Islands,0.6,0.2,77,5,0.39999999999999997
Norrie disease,0.6,0.2,51,5,0.39999999999999997
Vitamin A deficiency,0.6,0.2,83,20,0.39999999999999997
Taxonomy of wheat,0.6,0.2,63,35,0.39999999999999997
Massachusetts Institute of Technology Libraries,0.6,0.2,32,5,0.39999999999999997
List of British firefighters killed in the line of duty,0.6,0.2,100,5,0.39999999999999997
Mental health during the COVID-19 pandemic,0.6,0.2,57,10,0.39999999999999997
Bat SARS-like coronavirus WIV1,0.6,0.2,8,15,0.39999999999999997
List of Corvus species,0.6,0.2,75,15,0.39999999999999997
Triatoma sordida,0.6,0.2,61,5,0.39999999999999997
Herpesviridae,0.6,0.2,80,100,0.39999999999999997
Herpes gladiatorum,0.6,0.2,70,80,0.39999999999999997
List of Logitech products,0.6,0.2,63,10,0.39999999999999997
Axis–angle representation,0.6,0.2,30,10,0.39999999999999997
Triple-stranded DNA,0.6,0.2,53,90,0.39999999999999997
Five prime untranslated region,0.6,0.2,99,40,0.39999999999999997
Trypanosomiasis,0.6,0.2,95,35,0.39999999999999997
Huimin Zhao,0.6,0.2,32,5,0.39999999999999997
Martinus Beijerinck,0.6,0.2,96,15,0.39999999999999997
Martinectes,0.6,0.2,96,10,0.39999999999999997
List of RNLB lifeboats,0.6,0.2,31,5,0.39999999999999997
1826–1837 cholera pandemic,0.6,0.2,4,10,0.39999999999999997
List of Schedule 3 substances (CWC),0.6,0.2,27,15,0.39999999999999997
Hemagglutination assay,0.6,0.2,68,185,0.39999999999999997
List of TCP and UDP port numbers,0.6,0.2,71,5,0.39999999999999997
Asymptomatic carrier,0.6,0.2,29,60,0.39999999999999997
Platax,0.6,0.2,88,15,0.39999999999999997
Follicular dendritic cell sarcoma,0.6,0.2,7,20,0.39999999999999997
1812–1819 Ottoman plague epidemic,0.6,0.2,79,15,0.39999999999999997
Facebook malware,0.6,0.2,66,5,0.39999999999999997
Merkel cell polyomavirus,0.6,0.2,0,5,0.39999999999999997
List of Archaea genera,0.6,0.2,24,225,0.39999999999999997
Phosphodiester bond,0.6,0.2,22,20,0.39999999999999997
Estrogen receptor,0.6,0.2,95,15,0.39999999999999997
Blackleg (disease),0.6,0.2,93,35,0.39999999999999997
Leukocyte immunoglobulin-like receptors,0.6,0.2,3,45,0.39999999999999997
Weapons and armour in Anglo-Saxon England,0.6,0.2,51,5,0.39999999999999997
Timeline of the COVID-19 pandemic in New York City,0.6,0.2,33,5,0.39999999999999997
Micrurus mosquitensis,0.6,0.2,78,10,0.39999999999999997
Horizontal transmission,0.6,0.2,13,25,0.39999999999999997
Microbial rhodopsin,0.6,0.2,90,25,0.39999999999999997
Biological dark matter,0.6,0.2,20,470,0.39999999999999997
Evolution of sexual reproduction,0.6,0.2,77,10,0.39999999999999997
Mevinphos,0.6,0.2,99,5,0.39999999999999997
Billion laughs attack,0.6,0.2,34,5,0.39999999999999997
Examorelin,0.6,0.2,87,10,0.39999999999999997
Phenacyl chloride,0.6,0.2,62,15,0.39999999999999997
Hive (ransomware),0.6,0.2,66,5,0.39999999999999997
Bicyclic molecule,0.6,0.2,70,5,0.39999999999999997
History of plague,0.6,0.2,7,170,0.39999999999999997
Methanosarcina acetivorans,0.6,0.2,40,25,0.39999999999999997
Phocaeicola vulgatus,0.6,0.2,13,50,0.39999999999999997
Transferrin receptor 1,0.6,0.2,54,280,0.39999999999999997
Methamidophos,0.6,0.2,27,15,0.39999999999999997
Acinetobacter baumannii,0.6,0.2,23,85,0.39999999999999997
Histoplasmosis,0.6,0.2,79,20,0.39999999999999997
Asd RNA motif,0.6,0.2,68,255,0.39999999999999997
Ascaris lumbricoides,0.6,0.2,97,15,0.39999999999999997
Maribavir,0.6,0.2,97,5,0.39999999999999997
Magnaporthe grisea,0.6,0.2,77,25,0.39999999999999997
Vector notation,0.6,0.2,28,25,0.39999999999999997
List of corvette classes,0.6,0.2,84,70,0.39999999999999997
Gymnosporangium juniperi-virginianae,0.6,0.2,58,35,0.39999999999999997
Psalm 122,0.6,0.2,5,5,0.39999999999999997
Genetic code expansion,0.6,0.2,0,5,0.39999999999999997
Gs alpha subunit,0.6,0.2,61,10,0.39999999999999997
MLH1,0.6,0.2,63,35,0.39999999999999997
Genetic studies on Bulgarians,0.6,0.2,50,10,0.39999999999999997
Genetically modified maize,0.6,0.2,48,30,0.39999999999999997
Genetics of aging,0.6,0.2,44,25,0.39999999999999997
Amaymon,0.6,0.2,42,5,0.39999999999999997
MACF1,0.6,0.2,84,40,0.39999999999999997
Gordonia lasianthus,0.6,0.2,54,5,0.39999999999999997
Gibberella zeae,0.6,0.2,79,25,0.39999999999999997
List of equipment of the Russian Ground Forces,0.6,0.2,28,15,0.39999999999999997
Aliivibrio fischeri,0.6,0.2,75,50,0.39999999999999997
Albertosaurus,0.6,0.2,77,5,0.39999999999999997
List of flags by color,0.6,0.2,50,5,0.39999999999999997
Air travel disruption after the 2010 Eyjafjallajökull eruption,0.6,0.2,48,5,0.39999999999999997
GloVe,0.6,0.2,15,110,0.39999999999999997
Lysobacter,0.6,0.2,10,140,0.39999999999999997
Ageusia,0.6,0.2,85,5,0.39999999999999997
Agaricus albolutescens,0.6,0.2,61,10,0.39999999999999997
Adeno-associated virus,0.6,0.2,0,5,0.39999999999999997
Pseudomonas aeruginosa,0.6,0.2,45,70,0.39999999999999997
USS La Jolla,0.6,0.2,69,5,0.39999999999999997
Pseudouridine,0.6,0.2,58,125,0.39999999999999997
Maresin,0.6,0.2,78,5,0.39999999999999997
Arenavirus,0.6,0.2,0,5,0.39999999999999997
Ardeirhynchus,0.6,0.2,52,5,0.39999999999999997
Haploinsufficiency,0.6,0.2,52,30,0.39999999999999997
Mantle zone,0.6,0.2,61,10,0.39999999999999997
Haplogroup G-M285,0.6,0.2,86,10,0.39999999999999997
Mansonelliasis,0.6,0.2,90,40,0.39999999999999997
List of anthrax outbreaks,0.6,0.2,1,25,0.39999999999999997
Arabinogalactan,0.6,0.2,58,35,0.39999999999999997
Haplogroup C-M217,0.6,0.2,78,5,0.39999999999999997
AquAdvantage salmon,0.6,0.2,69,20,0.39999999999999997
Maleimide,0.6,0.2,71,15,0.39999999999999997
Halobacterium salinarum,0.6,0.2,77,30,0.39999999999999997
List of birds of Massachusetts,0.6,0.2,76,10,0.39999999999999997
Gamaleya Research Institute of Epidemiology and Microbiology,0.6,0.2,101,20,0.39999999999999997
List of highly toxic gases,0.6,0.2,48,5,0.39999999999999997
Pueo,0.6,0.2,48,5,0.39999999999999997
List of birds of the Czech Republic,0.6,0.2,29,5,0.39999999999999997
HMGB1,0.6,0.2,30,25,0.39999999999999997
HLA-B7,0.6,0.2,37,115,0.39999999999999997
Psychoplastogen,0.6,0.2,80,5,0.39999999999999997
Psilocybe subaeruginosa,0.6,0.2,99,5,0.39999999999999997
HIV vaccine,0.6,0.2,0,5,0.39999999999999997
Leuconostoc mesenteroides,0.6,0.2,86,50,0.39999999999999997
Trichuris trichiura,0.6,0.2,94,10,0.39999999999999997
COVID-19 lab leak theory,0.6,0.2,19,20,0.39999999999999997
Molnupiravir,0.6,0.2,67,40,0.39999999999999997
Lacticaseibacillus casei,0.6,0.2,12,40,0.39999999999999997
Lacticaseibacillus paracasei,0.6,0.2,52,45,0.39999999999999997
1976 swine flu outbreak,0.6,0.2,92,95,0.39999999999999997
Response element,0.6,0.2,71,35,0.39999999999999997
Lek paradox,0.6,0.2,81,5,0.39999999999999997
Restriction enzymes,0.6,0.2,0,5,0.39999999999999997
Brucella,0.6,0.2,0,5,0.39999999999999997
COVID-19 pandemic in California,0.6,0.2,53,15,0.39999999999999997
COVID-19 pandemic in Montenegro,0.6,0.2,29,10,0.39999999999999997
Rocket sled launch,0.6,0.2,42,5,0.39999999999999997
Endogenous retrovirus,0.6,0.2,0,5,0.39999999999999997
Retrotransposon,0.6,0.2,26,70,0.39999999999999997
Reverse vaccinology,0.6,0.2,80,60,0.39999999999999997
Human pathogen,0.6,0.2,98,115,0.39999999999999997
COVID-19 pandemic in Taiwan,0.6,0.2,10,90,0.39999999999999997
Pelecaniformes,0.6,0.2,75,5,0.39999999999999997
Human parasite,0.6,0.2,28,20,0.39999999999999997
COVID-19 pandemic in New York (state),0.6,0.2,64,5,0.39999999999999997
Bofors 40 Mk4,0.6,0.2,76,5,0.39999999999999997
Morganellaceae,0.6,0.2,99,30,0.39999999999999997
Web of Science,0.6,0.2,18,15,0.39999999999999997
Terpene,0.6,0.2,92,10,0.39999999999999997
Calgary–Cambridge model,0.6,0.2,61,5,0.39999999999999997
Endospore staining,0.6,0.2,71,15,0.39999999999999997
Rubella virus,0.6,0.2,62,230,0.39999999999999997
1963 Elephant Mountain B-52 crash,0.6,0.2,11,5,0.39999999999999997
Lentivirus,0.6,0.2,0,5,0.39999999999999997
Human challenge study,0.6,0.2,82,45,0.39999999999999997
Outline of war,1.0,0.6666666666666666,14,3,0.33333333333333337
Feline calicivirus,1.0,0.6666666666666666,37,90,0.33333333333333337
Tyrosine,0.6666666666666666,0.3333333333333333,101,96,0.3333333333333333
Hepatitis B,0.6666666666666666,0.3333333333333333,43,45,0.3333333333333333
Poliovirus synthesis,0.6666666666666666,0.3333333333333333,0,3,0.3333333333333333
International Comparison Program,0.6666666666666666,0.3333333333333333,24,3,0.3333333333333333
Lysosome,0.6666666666666666,0.3333333333333333,90,12,0.3333333333333333
Nucleoside,1.0,0.75,41,92,0.25
Index of Windows games (M),0.75,0.5,77,68,0.25
Timeline of the COVID-19 pandemic in California,0.75,0.5,17,12,0.25
Metapneumovirus,0.5,0.25,30,48,0.25
Coccidioides posadasii,0.75,0.5,56,12,0.25
List of doping cases in sport (S),0.75,0.5,95,4,0.25
Metabolite,1.0,0.75,76,16,0.25
Plasmid vectors,0.75,0.5,0,4,0.25
Mutagenesis,1.0,0.75,0,4,0.25
Ribozyme,1.0,0.75,20,60,0.25
Vaccinia virus,0.5,0.25,0,4,0.25
Lysin,0.75,0.5,35,152,0.25
Hepatitis A virus,0.75,0.5,0,4,0.25
Smoke,1.0,0.75,64,4,0.25
Protein biosynthesis,1.0,0.75,73,48,0.25
Chimera virus,0.5,0.25,0,4,0.25
Toxin,0.75,0.5,29,48,0.25
Tetany,0.5,0.25,59,4,0.25
Anthrax anthrax,0.5,0.25,7,4,0.25
Viral microRNA,0.5,0.25,0,4,0.25
Vaccinium,0.5,0.25,80,8,0.25
Cagrilintide,0.5,0.25,24,4,0.25
Tyrosinase,0.75,0.5,72,4,0.25
List of accidents and incidents involving the Boeing B-52 Stratofortress,0.75,0.5,18,4,0.25
Gardnerella vaginalis,0.8,0.6,73,60,0.20000000000000007
Encephalitozoon cuniculi,0.8,0.6,66,160,0.20000000000000007
2021 Georgia poultry plant accident,0.8,0.6,38,5,0.20000000000000007
